,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
91,4ce121e2ad,_Mounce yes and it lasts way past my bedtime!,1,neutral,"The text expresses a neutral acknowledgement ('yes') and a factual statement about something lasting past bedtime, without expressing any strong emotion or opinion",neutral,1,"The text expresses a light-hearted acknowledgment ('yes') and a playful comment about the duration of an activity extending past bedtime, indicating a neutral sentiment.",neutral,1
92,a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,1,neutral,"The text is a friendly greeting and introduction, expressing a neutral interest in the other person's well-being, and also a neutral statement about joining Twitter",neutral,1,The text is a friendly greeting and a statement about joining Twitter without expressing any particular emotion or opinion,neutral,1
93,55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,0,negative,"The text expresses a sense of frustration and concern about being tired at work, indicating a negative sentiment",negative,0,"The text expresses concern about being tired at work due to waiting for sleeping pills to take effect, indicating a negative sentiment",negative,0
94,b63ed6da62,eating ice cream and then getting ready for graduation.,1,neutral,"The text mentions a pleasant activity (eating ice cream) and a likely positive event (graduation), suggesting a positive sentiment",positive,2,The text describes a pleasant activity (eating ice cream) and a significant event (graduation) without expressing any negative emotions or opinions,neutral,1
95,4c41a35a2a,Happy Mothers day to all you Mums out there,2,positive,"The text expresses a positive sentiment by wishing a happy day to mothers, indicating appreciation and goodwill",positive,2,"The text expresses a positive sentiment by extending well wishes on Mother's Day, which is a positive and celebratory occasion.",positive,2
96,61a8e11e8a," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",0,negative,"The text expresses shock, concern, and a desire to reverse a decision, indicating a negative sentiment towards the situation, despite a somewhat lighthearted tone",negative,0,"The text expresses concern and a desire to get Casey back, indicating a negative sentiment about her departure.",negative,0
97,447dc22c81, hemp cloth is marvelous but unfortunately no,0,negative,"The text starts with a positive adjective 'marvelous' to describe hemp cloth, but then immediately follows with a negative word 'unfortunately' and the word 'no', indicating a negative outcome or conclusion, which overall suggests a negative sentiment",negative,0,"The text first expresses a positive sentiment about hemp cloth ('marvelous'), but then shifts to a negative sentiment with 'unfortunately no'. The negative sentiment at the end outweighs the initial positive sentiment.",negative,0
98,3408db03a3,Gonna read a story bout adam lambert online then bed. Nighty night,1,neutral,"The text is a casual statement about the person's plans for the evening, including a leisure activity and going to bed, without expressing any strong emotions or opinions, indicating a neutral sentiment",neutral,1,The text describes a planned activity and a bedtime wish in a neutral tone without expressing any strong emotion or opinion.,neutral,1
99,92e1b6846e, We saw that in none 3D - the baddie`s the best,2,positive,"The text expresses a positive opinion about the 'baddie' in a 3D movie, suggesting they enjoyed that aspect, which indicates a positive sentiment",positive,2,The text is a neutral statement about a character in a 3D context without expressing any particular emotion or opinion,neutral,1
100,2207d982bc,4am. And Im on the beach. Pretty,2,positive,"The text describes a serene and peaceful scene on the beach at 4am, using the word 'Pretty' to express a positive sentiment",positive,2,"The text describes being on the beach early in the morning with a simple, positive descriptor 'Pretty', suggesting a positive sentiment",positive,2
101,15e01e1749," Certainly not Cheers than, huh?",1,neutral,"The text expresses a sense of disagreement or negation, indicated by 'Certainly not', and a somewhat sarcastic tone with 'Cheers than, huh?', which suggests a negative sentiment",negative,0,"The text is sarcastic, expressing a lack of agreement or enthusiasm, indicating a negative sentiment",negative,0
102,ebcdf07ac5,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!",0,negative,"The text describes a 'horrible, traumatic' experience and expresses pain ('Ouch!'), indicating a negative sentiment towards the accident and its aftermath",negative,0,"The text describes a painful experience and uses words like 'horrible' and 'traumatic', indicating a negative sentiment",negative,0
103,fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,0,negative,"The text expresses a desire to go out, but is thwarted by everyone being busy, indicating a sense of disappointment and frustration, which is a negative sentiment",negative,0,"The text expresses a desire to go out due to the nice weather, but conveys disappointment that everyone is busy, indicating a negative sentiment",negative,0
104,6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,2,positive,"The text starts with a positive expression 'Awesome' and also contains a lighthearted and playful tone in the message addressed to 'YourBiggestFan', suggesting admiration and friendliness, which are indicators of a positive sentiment",positive,2,"The text expresses enthusiasm and admiration, using words like 'Awesome' and 'I`m a real big fan of you-rs', indicating a positive sentiment",positive,2
